InitialTerm,Sentiment,Anger,Disgust,Fear,Happiness,Sadness,Surprise
############################################################
# This lexicon was compiled from lexicons by D.Spiliotopoulos et al., and A. Tsakalidis et al., with additions by P. Pratikakis.
# Words are not stemmed, this is meant to be used with a stemmer or POS tagger that can look up the base form.
# This works well with the "twAwler" crawler/feature extractor, and with the "el-wiktionary-parser" POS-tagger.
# Redundant entries have been commented out, and sentiment opinions have been averaged, when listed individually in each source lexicon.
############################################################
γάβγισμα,-3,2.666666667,2.666666667,2.333333333,1,1,2
γάμα,-3,5,5,4,1,4,3
γάμησε,-2,5,5,4,1,4,3
γάμος,2,5,5,4,1,4,3
γέλιο,2,1,1,1,4,1,1
γέρνω,-2,2,2,2,1,2,1
γέρος,-2,3,2.5,1.5,1,1,2
γίδι,-4,4,4,3,1,3,2
γαβγίζω,-3,3,2.666666667,2.333333333,1,1,2
γαμάαει,-3,5,5,4,1,4,3
γαμάτο,2,5,5,4,1,4,3
γαμάω,-2,4.5,3,1.75,2.25,2.25,3.5
γαμήσαμε,-3,5,5,4,1,4,3
γαμήσι,-3,4.5,3,1,1.5,1.5,2.75
γαμήσου,-4,5,5,4,1,4,3
γαμημένος,-4,5,5,4,1,4,3
γαμησιάτικα,-4,4.5,3.25,1,1,1.75,2.5
γαμιάς,-2,3.25,3.25,1,2,1.25,2.25
γαμιέμαι,-3,4.75,3.5,1.75,1.75,1.75,3.5
γαμιόλης,-4,4.75,4,1,1,1,2.25
γαμπρούλης,3,1,1,1,3.333333333,1,2.666666667
γαμπρός,-1,2.5,2.5,1,2,1,1.5
γαμώ,-2,4.75,3.25,1.75,2.5,2,3.75
γαμώτη,-3,4.25,3.25,1.75,1.75,2,4
γαμώτο,-3,4.25,3.25,1.75,1.75,2,4
γαργαλώ,2,1,1,1,4.5,1,4
γατάκι,-2,1.5,1.75,1,1.25,1,1.75
γαϊδουροκαβαλαρία,-3,1.333333333,2.333333333,1,1,1,2
γαϊδούρι,-4,4,4,0,0,2,0
γαϊδούρινος,-2,4,4,4,1,3,1
γδούπος,-2,3,3,3,1,2,1
γείτσες,2,1,1,1,4,1,4
γελαστός,3,1,1,1,4,1,3
γελοίος,-3,4,4,3,1,3,1
γελοιότητα,-4,3,5,2,0,3,2
γεμάτος,-2,1,1,1,4,1,1
γεμίζω,1,1,1,1,5,1,1
γενικός,1,0,0,0,0,0,0
γενικότητα,1,0,0,0,0,0,0
γενναίος,3,1,1,1,4,1,1
γενναιόφρονας,3,1,1,1,3,1,2.333333333
γενναιόφρων,3,1,1,1,3,1,2.333333333
γεννητόρων,-2,2,2,2,1,2,1
γεράκος,3,1,1.25,1,2.75,1,1.75
γεράματα,-1,2,2,3,1,4,2
γερμανοτσολιάς,-4,3.75,3.5,2,1,1,1.25
γερομπαμπαλής,-4,3.25,3.5,1.25,1,1,1.5
γεροντικός,-2,3,3,3,1,3,1
γεροντοκόρη,-2,3,3,3,1,3,1
γεροντοκόρος,-4,2.5,2.75,1,1,1,1.75
γεροξεκούτης,-4,2.75,3,1.25,1,1,1.5
γεροξούρας,-4,2.75,3.25,1.25,1,1,1.5
γεροπαραλυμένος,-4,2.25,3,1.25,1,1,1.75
γεροτράγος,-4,3.75,3.25,1.25,1,1,1.75
γερουσία,-3,1.666666667,2,1.333333333,1,1,2
γευστικός,4,1,1,1,3.75,1,2.5
γεύομαι,2,1,1,1,4,1,3
γεύση,1,1,1.5,1,3,1,3
γηροκομείο,-3,1,2.333333333,1.666666667,1,1.666666667,1.333333333
γιάνκης,-4,2,2,1,1,1,1.5
γιαλαντζί,-3,2.666666667,2.666666667,1,1,1,2.666666667
γιατροσόφι,-3,1,2.333333333,1.333333333,1,1,2
γιορτή,1,1,1,1,4,1,1
γιουφτάκος,-4,2.5,3,1.5,1,1,1.5
γιούφτος,-4,2.75,3.25,2,1,1,1.75
γιόκας,-1,1.5,2.25,1,1.75,1,1.5
γκάβακας,-4,2.5,2.75,1.25,1,1.25,1.75
γκάμα,2,1,1,1,3,1,3.5
γκάφα,-2,3,2,3,1,3,1
γκέμπελς,-4,4,4,4,1,4,1
γκέττο,-2,3,3,4,1,3,1
γκαβωμάρα,-4,2.5,2.5,1.25,1,1,1.75
γκαβός,-4,2,2.5,1.25,1,1,1.75
γκαβώνω,-3,3,3,1.666666667,1,1,2
γκαμήλα,-4,2.25,2.75,1,1,1,1.75
γκαρσόνι,-2,3,3,2,1,3,1
γκαύλα,4,1,1,1,3.75,1,2.75
γκεσταπίτης,-3,3.333333333,3,2.333333333,1,1,2
γκιαούρης,-4,2.75,2.5,1.5,1,1,1.5
γκιόσα,-4,3.5,2.75,1.5,1,1,1.75
γκλάβα,-2,2.333333333,2.666666667,1,1.666666667,1,2
γκομενάκι,-1,3,3,2,1,2,1
γκομενάκιας,-2,2.333333333,3,1,1.666666667,1,2
γκομενιλίκι,-3,2.333333333,3,1,1,1,1.666666667
γκρίνια,-2,3,3,2,1,3,1
γκραν γκινιόλ,1,1.5,1.5,2.5,2,1,2.5
γκρανκάσα,-4,1.5,2.75,1,1,1,2
γκρεμός,-2,4,3,5,1,4,3
γκρινιάζω,-2,3,3,2,1,3,1
γκρινιάρης,-2,3,3,2,1,3,1
γκροτέσκο,-2,3,4,3,1,3,1
γκόμενα,-1,3,3,2,1,2,1
γκόμενος,-1,3,3,2,1,2,1
γλάστρα,-2,4,3,3,1,4,2
γλέντι,1,1,1.333333333,1,3.666666667,1,3
γλείφτης,-4,3.5,3.75,1,1,1.25,2.25
γλείφτρα,-4,3.5,3.75,1,1,1.25,2.25
γλείφω,-4,3.5,3.75,1,1,1.25,2.25
γλεντώ,2,3,3,3,1,4,2
γλυκά,2,1,1,1,4,1,1
γλυκέως,2,1,1,1,4,1,1
γλυκερός,-3,1.25,2.25,1,1.5,1.25,1.5
γλυκός,2,1,1,1,4,1,1
γλυκύτητα,4,1,1,1,3.75,1,2
γλύκα,4,1,1,1,3.75,1,2.5
γλύκας,3,1,1,1,4,1,1
γλώσσα,1,0,0,0,0,0,0
γνήσιος,1,1,1,1,5,1,2
γνησιότητα,2,1,1,1,3,1,3
γοητεία,2,1,1,1,4,1,1
γομάρι,-4,2.25,3.25,1.25,1,1,2
γουρουνότριχα,-2,4,4,3,1,3,1
γουστάρω,2,2,1,2,3,2,1
γραφιάς,-3,1.666666667,2.666666667,1,1,1,1.666666667
γραφικός,-2,2,3.25,1,2,1,1.75
γραφικότητα,-2,1.75,3,1,1.75,1,1.75
γριούλα,3,1,1.25,1,2.75,1.5,2.25
γροθιά,-2,4,3,3,1,3,1
γρύλισμα,-4,3,3,3,0,3,1
γυαλάκιας,-3,2,2.666666667,1,1,1,1.666666667
γυμνοσάλιαγκας,-2,3,3,3,1,2,1
γυρίζω,1,0,0,0,0,0,0
γυρίστρα,-3,2.333333333,2.666666667,1,1,1,2
γυροφέρνω,-2,2,2.5,1.5,1,1,2.5
γυφτάκι,-4,2.25,3.25,1.25,1,1,1.75
γυφτάκος,-4,2.25,3.25,1.25,1,1,1.75
γυφταριό,-4,2.75,3.25,1.75,1,1,1.75
γυφτιά,-4,2.5,3.25,1.75,1,1,1.75
γωνίτσα,2,1,1,1,3,1,1.5
γωνιά,1,0,0,0,0,0,0
γύμνια,-3,1.666666667,3,1,1,1.333333333,2
γύναιο,-3,4,4,3,0,3,0
γύφταρος,-4,2.75,3.75,1.75,1,1,1.75
γύφτος,-4,2.75,3.5,1.75,1,1,1.75
δάυτος,-4,2,3,1.25,1,1,1.75
δέλεαρ,-2,1,1,1,2,1,1
δέος,1,1,1.5,3.25,3.25,1,3
δέρνω,-2,3,3,3,0,3,1
δέσιμο,1,2,1,1,3,1,3
δήθεν,-2,3,4,4,1,4,2
δίκιο,2,1,1,1,5,1,2
δίλημμα,-2,2,2,3,1,3,1
δίψα,1,1.25,2,1,2.5,1.5,1.75
δίωξη,-2,3,3,3,1,3,1
δαίμονας,-3,3,3,4,0,4,1
δαγκωτός,2,1,1,1,5,1,1
δαιμονοποιώ,-2,3,3,4,1,4,2
δακτυλοδεικτούμενος,-2,1,3,0,1,1,3
δαμάζω,1,1,1,1,1.5,1,1.5
δαπάνη,-2,3,3,4,1,3,1
δαπανηρός,-2,3,3,4,1,3,1
δαπανηρότητα,-2,3,3,4,1,3,1
δασμολογικών,-2,2,2,3,1,3,1
δασμός,-2,2,2,3,1,3,1
δασύτριχος,-2,3,3,3,1,2,1
δείγμα,-1,2,1.5,1.5,2,1,2.5
δείχνω,1,0,0,0,0,0,0
δειγματολόγιο,-1,1,1,1,1,1,2
δειλία,-4,5,4,5,1,4,1
δειλιάζω,-2,3,3,4,1,3,1
δειλός,-3,2.666666667,2.666666667,2.333333333,1,1.333333333,1.666666667
δεκάρα,-2,3,3,3,1,3,1
δεκτός,1,0,0,0,0,0,0
δεσμώτης,-4,1.75,1.75,2.75,1,2.25,1.5
δηκτικός,-2,2,2,2,0,2,1
δηλητήριο,-4,3,3,3,1,3,1
δηλητηριώδης,-4,3,3,3,1,3,1
δημιουργία,2,1,1,1,4,1,1
δημοφιλής,2,1,1,1,5,1,1
διάβολος,-4,3,3,3.25,1,1.75,3
διάβρωση,-2,3,3,3,1,3,1
διάθεση,2,1,1.5,1,2.25,1.25,1.75
διάκριση,-2,3,3,3,1,3,1
διάλυση,-2,3,3,3,1,3,1
διάολος,-3,5,5,4,1,4,2
διάσπαση,-2,3,3,4,1,4,2
διάφραγμα,-2,1,1,1,1,1,1
διέγερση,1,2,1.5,1.75,3,1.25,2.25
διήθηση,-2,2,2,2,1,2,1
διαίρεση,-2,3,3,3,1,3,1
διαίσθηση,-2,1,1,2.333333333,1.333333333,1.666666667,2
διαβεβαιώνω,1,0,0,0,0,0,0
διαβολικός,-2,4,4,5,0,4,1
διαβρωτικός,-2,3,3,3,1,3,1
διαβρώνουν,-2,3,3,3,1,3,1
διαβρώσει,-2,3,3,3,1,3,1
διαβόητος,-2,4,4,4,0,3,1
διαδήλωση,-1,3,3,3,2,2,1
διαδηλώνω,-1,3,3,3,2,2,1
διαδραματίζω,1,1,1,1,1,1,1
διαζύγιο,-2,3,3,3,1,3,1
διαισθάνομαι,-2,1,1,2.666666667,1.333333333,1.666666667,2
διαισθητικός,-2,1,1,2.5,1,1.5,2
διαισθητικότητα,-2,1,1,2.5,1,1.5,2
διακαής,1,1.5,1,1.25,1.25,1.5,1.5
διακατέχω,-1,1,2,2,2.5,1,2
διακινδύνευση,-2,3,3,5,1,3,1
διακονεύω,-3,1.333333333,2.333333333,1,1,2,1.666666667
διακονιά,-4,2,2.25,1,1,1.75,1.5
διακοπή,-2,2,2,2,1,3,1
διακριτικός,2,1,1,1,3,1,1
διακωμωδώ,-3,3,3,3,1,3,1
διακωμώδηση,-3,3,3,3,1,3,1
διαλύω,-2,3,3,3,1,3,1
διαμάχη,-2,3,3,3,1,3,1
διαμαντικό,-1,1.333333333,1.666666667,1,1.333333333,1,2.333333333
διαμαρτυρία,-2,3,3,3,1,3,1
διανθίζω,3,1,1,1,3,1,2
διαπεραστικός,-2,2,2,2,1,2,1
διαπλέκομαι,-3,2,4,1,0,3,1
διαπλέκω,-3,2,4,1,0,3,1
διαπλεκόμενος,-3,2,4,1,0,3,1
διαπλοκή,-4,5,5,4,1,4,2
διαπνέω,2,1,1,1,2.666666667,1,2
διαπομπεύω,-3,2,4,2,0,2,0
διαπράττω,-2,2,2,2,1,2,1
διαπραγματευτικός,1,2,2,3,1,1,1
διαρροή,-2,3,3,3,1,3,1
διασκέδαση,2,1,1,1,4,1,1
διασκεδάζω,4,1,1,1,4.5,1,2.75
διασπείρω,-1,1.666666667,2.333333333,2.666666667,1.666666667,1.333333333,2
διαστρέφω,-3,2.333333333,3,1,1,1,1.666666667
διαστροφή,-4,2,2.5,1.25,1,1,2
διαταγή,-2,2,2,3,1,2,1
διαταράσσω,-2,3,3,3,1,3,1
διαταραχή,-2,3,3,3,1,3,1
διατεθειμένος,1,1,1,2,2,1,2
διατηρώ,3,1,1,1,3,1,1
διαφέρω,-2,2,2,2,1,2,1
διαφεύγω,-2,2,2,2,1,2,1
διαφημιστής,-2,2,2,1,1,1,2
διαφημιστικός,-2,2,2,1,1,1,2
διαφθορά,-2,4,4,4,1,4,1
διαφορά,-2,2,2,2,1,2,1
διαφωνία,-2,3,3,3,1,3,1
διαφωνώ,-1,3,3,4,1,4,2
διαχυτικός,4,1,1,1,3.75,1,2.5
διαχωρισμός,-2,3,3,3,1,3,1
διαψεύδω,-2,3,3,3,1,3,1
διεγείρω,1,2,1.5,1.75,3,1.25,2
διεθνής,1,0,0,0,0,0,0
διερμηνεύω,1,0,0,0,0,0,0
διευθυντήριο,-2,1.5,2,1,1,1,2.5
διεφθαρμένος,-2,4,4,4,1,4,1
δικαίωμα,2,1,1,1,5,1,2
δικαίωση,2,1,1,1,5,1,2
δικαιολογητικό,2,1,1,1,3,1,1
δικαιοσύνη,1,1,1,1,5,1,2
δικαιώνω,2,1,1,1,5,1,2
δικολάβος,-3,1.666666667,3,1.333333333,1,1,1.666666667
δικτάτορας,-4,5,5,5,1,5,2
δικτατορικός,-2,3,3,4,1,4,1
διοπτροφόρος,-2,1.5,3,1,1,1.5,2
διοχετεύω,-2,1,1.666666667,1,1,1,1.666666667
διπλάρωμα,-4,1.75,2.5,1,1,1,1.75
διπλαρώνω,-4,1.75,2.75,1,1,1,1.75
διπλωμάτης,-2,1.5,2,1,1,1,3
διπλωματικός,-1,1,2,1,1,1,3
διπρόσωπος,-3,4,3,1,0,3,3
διστάζω,-2,2,2,4,1,3,1
διφορούμενο,-2,3,2,3,1,3,1
διφορούμενος,-2,3,2,3,1,3,1
διχάζω,-4,4,4,5,1,5,2
διχασμένος,-4,4,4,5,1,5,2
διχασμός,-4,4,4,5,1,5,2
διχόνοια,-4,4,4,5,1,5,2
διψαλέος,-2,1.75,2.5,1,2,1.5,1.75
διψασμένος,-2,3,3,3,1,3,1
διψώ,1,1.25,2,1,2.5,1.5,1.75
διώχνω,-2,3,3,3,1,3,1
δογματικός,-2,3,2,3,1,3,1
δοκησίσοφος,-4,2.25,3.25,1.25,1,1,1.75
δοκησισοφία,-4,2.25,3.25,1.25,1,1,1.75
δοκιμάζω,1,0,0,0,0,0,0
δοκιμασία,-2,2,2,3,1,3,1
δολιοφθορά,-2,3,2,3,1,3,1
δολοφονία,-4,3,3,4,0,3,1
δολοφονώ,-3,3,3,4,0,3,1
δολοφόνος,-3,3,3,4,0,3,1
δονητικός,-2,2,1,2,1,2,1
δονκιχοτικός,-3,2.333333333,2.666666667,1.333333333,1,1,2
δονκιχοτισμός,-3,2.333333333,2.666666667,1.333333333,1,1,2
δονκιχωτικός,-3,2.333333333,2.666666667,1.333333333,1,1,2
δορυφόρος,-2,2,3,1,1,1,2
δοσίλογος,-4,5,5,5,0,4,2
δοσοληψία,-2,2,3,1,1,1,2.5
δοτός,-2,2,3,1,1,1,2.5
δουλάκι,-4,2.75,3.25,1,1,1,1.75
δουλί,-4,3,3.25,1,1,1,1.75
δουλεία,-2,3,3,4,1,4,1
δουλεμπορικός,-4,5,5,4,1,4,1
δουλικό,-4,2.75,3.25,1,1,1,1.75
δουλοπρέπεια,-2,3,3,4,1,4,1
δούλα,-3,3.333333333,3.666666667,1,1,1.333333333,2.333333333
δούλος,-3,2.666666667,3.666666667,1,1,1.333333333,2
δράμα,-4,4,4,5,1,5,1
δράστης,-2,2.5,2.5,3,1,1,2
δραματικός,-4,4,4,5,1,5,1
δραπέτης,-2,3,2,3,1,3,1
δραπετεύω,-2,3,2,3,1,3,1
δριμύς,-3,3,3,3,0,3,1
δριμύτατα,-4,3,4,3,0,3,1
δριμύτητα,-2,3,2,3,1,3,1
δροσίζω,3,1,1,1,3.333333333,1,2.333333333
δροσερός,4,1,1,1,3,1,2
δροσιστικός,3,1,1,1,3.333333333,1,2.333333333
δυνατός,3,1,1,1.333333333,2,1,3
δυνατότητα,2,1,1,1,4,1,2
δυσάρεστες,-3,3,3,3,1,3,1
δυσαισθησία,-3,1,1.666666667,1,1,2,1.666666667
δυσανάλογη,-2,3,2,3,1,3,1
δυσανασχετούν,-3,3,3,3,1,3,1
δυσαρέσκεια,-4,1.75,3,1.25,1,2.75,2
δυσαρεστώ,-2,3,3,3,1,3,1
δυσθυμία,-4,1.5,3,1.25,1,3.25,1.5
δυσκίνητες,-2,2,2,3,1,3,1
δυσκολία,-2,3,3,4,1,4,2
δυσμενής,-2,2,2,3,1,3,1
δυσοίωνος,-2,2,2,4,1,4,1
δυσπιστία,-2,2,2,3,1,2,1
δυστυχώς,-2,3,3,4,1,3,1
δυσφήμιση,-3,3,3,3,1,3,1
δυσφορία,-4,1.5,3,1.25,1,3,1.5
δυσφορώ,-4,1.75,3,1.25,1,3,1.25
δυσωδία,-3,4,4,4,0,3,1
δωροδοκία,-2,3,3,3,1,3,1
δόγμα,-2,2,2.5,1,1,1,2.5
δόλιος,-2,3,2,3,1,3,1
δόλωμα,-2,2,1,2,1,2,1
δόξα,2,1,1,1,4,1,1
δόρυ,-2,2,2,3,1,2,1
δύναμη,1,1,1,1,4,1,1
δύσκολο,-2,3,3,4,1,4,1
δύσκολος,-2,3,3,4,1,4,2
δύσπεπτος,-3,1.333333333,3,1,1,1.333333333,1.333333333
δύσπιστος,-2,2,2,3,1,2,1
δύστροπος,-2,2,2,2,1,2,1
δώμα,-2,1,2.5,1,1,2,2
δώρο,3,1,1,1,5,1,1
είδος,2,1,1,1,1,1,1
είρωνας,-3,3,3,2,1,3,1
εβραίος,-3,2.666666667,2.666666667,2.333333333,1,1,1.666666667
εβραϊκός,-3,2.666666667,2.666666667,2,1,1,1.666666667
εγγυώμαι,1,1,1,1,5,1,2
εγγύηση,-2,1,1,1,3,1,1
εγκάθετος,-2,4,3,3,1,4,2
εγκάρδια,2,1,1,1,4,1,1
εγκάρδιος,4,1,1,1,4,1,2.75
εγκέφαλος,-1,2,2.5,2.5,1.5,1,3
εγκαταλείπω,-2,3,3,4,1,3,1
εγκεφαλικός,-2,2.5,2.5,1.5,1,1.5,3
εγκληματίας,-2,3,3,4,1,3,1
εγκληματικότητα,-2,3,3,4,1,3,1
εγκλωβίζομαι,-2,4,3,4,1,4,2
εγκλωβίζω,-2,4,3,4,1,4,2
εγκόσμιος,-2,1,1,1,1,1,1
εγωίσταρος,-2,3,3.25,1.25,1,1,2.25
εγωιστής,-3,2.666666667,3.333333333,1.333333333,1,1,2
εγωιστικός,-4,3,3,3,1,3,1
εγώ,1,1,1,1,1,1,1
εδέησα,-2,2.25,1.75,1,1,1,3.25
εδώ,1,0,0,0,0,0,0
εθίζομαι,-2,2,3,4,3,3,2
εθίζω,-2,2,3,3,3,1,1
εθελοντής,1,1,1,1,3,1,3
εθελοντικός,1,1,1,1,3,1,3
εθισμένος,-2,2,3,3,3,1,1
εθνίκι,-5,4,4,4,0,2,0
εθνοσωτήρας,1,2.333333333,3.333333333,1,1.666666667,1,2
ειδεχθής,-4,2.5,4.5,1.5,1,1,2.25
ειδικός,2,1,1,1,1,1,1
ειδοποιώ,1,0,0,0,0,0,0
ειδυλλιακή,4,1,1,1,5,1,1
ειδύλλιο,1,1,2.333333333,1,2.666666667,1,2
ειλικρίνεια,3,1,1,1,3.333333333,1,3.333333333
ειλικρινής,2,1,1,1,5,1,2
ειρήνη,1,1,1,1,5,1,1
ειρωνεία,-2,3,3,2,1,3,1
ειρωνεύομαι,-2,3,3,2,1,3,1
ειρωνικός,-2,3,3,2,1,3,1
εισβάλλω,-2,2,2,3,1,3,1
εκατοχρονίτικος,-3,1.666666667,2.666666667,1,1,1,2.666666667
εκβιάζομαι,-4,4,5,4,1,4,1
εκβιάζω,-4,4,5,4,1,4,1
εκβιασμός,-4,4,5,4,1,4,1
εκδίκηση,-3,3,3,4,1,3,1
εκδηλωτικός,3,1,1.333333333,1.333333333,3,1,2.666666667
εκδηλώνω,1,1.666666667,2.333333333,2.333333333,3,1.666666667,2.666666667
εκδικούμαι,-2,3,3,4,1,3,1
εκδιώχνω,-3,3,3,3,1,3,1
εκδράμω,1,1,1.666666667,1,3,1,2.666666667
εκεί,1,0,0,0,0,0,0
εκθέτω,-2,3,2,3,1,3,1
εκκαθάριση,-2,2,2,2,1,2,1
εκκεντρικός,-2,2,2,2,1,2,1
εκκεντρικότητα,-2,2,2,2,1,2,1
εκκινητήρας,-4,1,1,1,1,1,1
εκκολάπτω,-2,2,2.5,1,1,1,2.5
εκλείπω,-2,2,2,3,1,3,1
εκλεκτός,4,1,1,1,2.5,1,2
εκλιπαρώ,-2,2,2,4,1,4,1
εκλιπών,-3,1,1.333333333,1.333333333,1,4.333333333,1.666666667
εκλογικεύω,1,1,2,2,2,1,1
εκμηδένιση,-4,3,3,3,1,3,1
εκμηδενίζω,-4,3,3,3,1,3,1
εκμυστηρεύομαι,1,0,0,0,0,0,0
εκνευρίζομαι,-2,5,4,3,1,3,1
εκνευρίζω,-2,5,4,3,1,3,1
εκπλήσσω,1,1.25,1.25,1.75,2.5,1.5,5
εκρήγνυμαι,-4,4.75,2.25,1.75,1.5,1.25,3.5
εκρηκτικός,-2,5,4,4,1,3,1
εκτεθειμένος,-4,1.75,2,2.75,1,1.5,2.25
εκτελώ,-3,2.666666667,2,2.333333333,1,1.333333333,1.666666667
εκτονώνω,-2,3,1.666666667,2,1,1.333333333,1.666666667
εκτοπίζω,-2,3,3,3,1,3,1
εκτρεπόμενος,-2,3,2,3,1,3,1
εκτροπή,-2,3,2,3,1,3,1
εκφράζω,1,2,2,2,3,2.333333333,2.666666667
εκφραστικός,2,1,1,1,3,1,2.333333333
εκφυλισμένος,-2,3,3,3,1,3,1
ελάττωμα,-2,2,2,3,1,3,1
ελέφαντας,-1,3,3,1.5,1,1,3.5
ελίτ,-1,1,2,1,1,1,2.333333333
ελαστικό,-2,1,1,1,2,1,1
ελαφρά,-2,1,1,1,3,1,1
ελεγεία,1,1,1,1.333333333,2,2,2.333333333
ελεημοσύνη,-3,1.5,2.25,1.5,1,1.75,1.5
ελευθερία,2,1,1,1,5,1,2
ελεύθερος,2,1,1,1,5,1,2
ελεώ,-2,1,2,1.333333333,1,1,2
ελκυστικός,-3,1,1,1,4,1,1
ελλαδίτσα,-3,4,3,4,1,5,2
ελλείψει,-2,3,2,3,1,4,1
ελληνάκος,-3,3,3,3,1,5,2
ελληναράς,-4,4,4,4,1,4,1
ελλιπής,-2,3,2,3,1,4,1
ελπίδα,3,1,1,1,4,1,1
ελπίζω,2,1,1,1,5,1,1
ελπιδοφόρα,2,1,1,1,4,1,1
εμβρόντητος,-2,2.25,2,1.75,1.5,2,5
εμετικός,-4,3.25,4.5,1,1,1,1.75
εμετολογία,-4,3.25,4.5,1,1,1,1.75
εμετός,-4,3.25,4.5,1,1,1,1.75
εμπάθεια,-4,4,3,1.25,1,1,1.5
εμπαίζομαι,-3,3,3,3,1,3,1
εμπαίζω,-3,3,3,3,1,3,1
εμπαθής,-4,3.5,3.25,1.25,1,1,1.5
εμπιστεύομαι,2,1,1,1,4,1,1
εμπιστοσύνη,2,1,1,1,4,1,1
εμπλέκομαι,-2,3,2,3,1,3,1
εμπλέκω,-2,3,2,3,1,3,1
εμπνέω,2,1,1,1.5,4,1,4
εμποδίζουν,-2,3,2,3,1,3,1
εμποτίζω,2,1.333333333,1,1.333333333,2.333333333,1,2.666666667
εμπόδιο,-2,3,2,3,1,3,1
εμπόλεμος,-3,2,2,3,1,3,1
εμπύρετος,-2,2,2,2,1,2,1
εμφορούμαι,2,1,1,1,3,1,2.333333333
εμφυσώ,2,1,1,1,3,1,3
εμφύλιος,-3,3,3,4,1,4,2
ενάγων,-2,2,2,3,1,3,1
ενάντια,-2,3,3,4,1,4,2
ενάργεια,3,1,1,1,2.666666667,1,2.666666667
ενέδρα,-2,2,2,3,1,3,1
ενίοτε,-1,1,1,1,1,1,2
εναγόμενος,-2,2,2,3,1,3,1
εναλλακτικός,2,2,1,3,2,2,2
εναντίον,-2,3,3,4,1,4,2
ενδεής,-2,2,2,3,1,3,1
ενδιαφέρομαι,1,1,1,1,4,1,2
ενδιαφέροντος,2,1,1,1,3,1,1
ενδοστρέφεια,-3,1.5,1.5,1.5,1,1.25,1.5
ενδότατος,1,0,0,0,0,0,0
ενθουσιασμός,4,1,1,1,4.75,1,3
ενθυλακώνω,-3,2,2.333333333,1,1,1,1.666666667
ενισχυμένος,1,1,1,1,3,1,1
ενοχή,-4,3,2,3,1,3,1
ενοχλημένος,-2,3,3,3,1,4,2
ενοχλητικός,-4,3,3,1,1,1.75,1.25
ενοχλώ,-4,1.75,2.75,1.25,1,1.75,1.25
ενσπείρω,-2,2,2,1,1,1,1.5
ενσταλάζω,1,2,2,1,2,1,1
ενσυναίσθημα,2,1,1,1,3,1,2.333333333
εντάξει,1,1,1,1,3,1,1
εντιμότητα,2,1,1,1,5,1,2
εντυπωσιάζω,2,1,1,1,4,1,2
εντύπωση,1,1,1.333333333,1.333333333,2.666666667,1.333333333,4
ενωμένος,2,1,1,1,5,1,1
ενόχλημα,-4,1.5,2.75,1.25,1,1.75,1
ενόχληση,-4,1.5,2.75,1.25,1,1.75,1.25
ενώνω,2,1,1,1,5,1,1
εξάλειψη,-2,2,2,2,1,2,1
εξάνθημα,-2,2,2,3,1,3,1
εξάρθρωση,-2,1,1,1,1,1,1
εξάρτηση,-3,1.666666667,2,1,1,1.333333333,1.666666667
εξέγερση,-2,2,2,3,1,2,1
εξαίσιος,4,1,1,1,5,1,1
εξαγριώνω,-2,3,3,3,1,3,1
εξαθλίωση,-4,4,5,5,1,5,3
εξαιρετικός,3,1,1,1,5,1,2
εξακοντίζει,-2,2,1,2,1,2,1
εξαπάτηση,-2,3,3,4,1,3,1
εξαπατώ,-4,4,4,4,1,5,2
εξαργυρώνω,-2,1,2,1,1,1,2
εξαρτημένος,-2,3,2,3,1,3,1
εξαρτώμενα,-2,3,2,3,1,3,1
εξασφαλίζω,1,1,1,1,4,1,1
εξαφανίζομαι,-2,2,2,3,1,3,1
εξεμώ,-2,3,4,3,1,3,1
εξερχόμενων,1,1,1,1,1,1,1
εξετάζουν,-2,1,1,1,1,1,1
εξετάζω,1,0,0,0,0,0,0
εξευτελίζω,-3,4,4,4,0,4,1
εξευτελισμός,-3,4,4,4,0,4,1
εξηνταβελόνης,-4,1.5,3.25,1,1,1,2
εξολεθρεύω,-3,4,4,4,0,4,1
εξοντώνομαι,-3,4,5,4,1,4,2
εξοντώνω,-3,4,5,4,1,4,2
εξορία,-2,3,2,3,1,3,1
εξοργίζομαι,-4,5,4,4,1,4,2
εξοστρακίζω,-2,3,2,3,1,3,1
εξουδετέρωση,-2,3,3,4,1,3,1
εξουδετερώνουν,-2,3,3,4,1,3,1
εξουθενώνω,-4,1.5,2.25,1.25,1,1.25,2
εξυπνάκιας,-4,1.75,3,1,1,1,2
εξυπνακίστικος,-4,2.25,3,1,1,1,2
εξυπνούλης,-2,2.333333333,2.666666667,1,1,1,2.333333333
εξυπνούλικα,-2,2.333333333,2.666666667,1,1,1,2.333333333
εξυπνούτσικος,-2,2.333333333,2.333333333,1,1,1,2.333333333
εξωστρέφεια,2,1,1,1,2.666666667,1,2.666666667
εξωτερίκευση,2,1,1,1,2.666666667,1,2.333333333
εξωτερικεύω,2,1,1,1,2.666666667,1,2.333333333
εξωφρενικός,-3,4,4,4,1,3,1
επάλληλος,1,0,0,0,0,0,0
επίγνωση,2,1,1,1,3.5,1,3.5
επίθεση,-2,4,3,5,1,4,3
επίθετο,-2,1,1,1,1,1,1
επίκτητος,1,0,0,0,0,0,0
επίπληξη,-2,3,3,3,1,3,1
επίπονα,-3,2,2,2,0,2,1
επίπονες,-2,3,2,3,1,2,1
επίπονος,-3,2,2,2,0,2,1
επίσημα,1,1,1,1,3,1,2
